positiveRatio,price,storeName,title
94%,49.00,正件（ZhengJian）自营旗舰店,正件 苹果车载音频线aux插口链接线车用 iphone7plus/8/xsmax汽车音响听歌转接头 lingthing转3.5 支持IOS12苹果AUX音频线【单头】
98%,69.90,京造官方旗舰店,京造 苹果X无线充电器/快充版 强大兼容苹果7.5W 适用iPhoneX/Xs Max/XR/8/8Plus 三星S7/9/8 edge通用
96%,29.00,Benks自营旗舰店,邦克仕（Benks）苹果iPhone 5s/se钢化玻璃膜 iPhone5s/SE钢化膜 高透高清屏幕保护贴膜 0.3mm
98%,79.00,咪咕数码自营旗舰店,咪咕 苹果7/8 Plus手机壳iPhone7 plus/8Plus漫威复联4正版保护套 个性潮牌硅胶全包防摔壳 雷神【硅胶软壳 全包防摔】雷神
99%,28.80,monqiqi旗舰店,蒙奇奇 iPhone7/8手机壳手机套防摔磨砂保护壳 适用于苹果8/7plus 4.7英寸星空黑 全包保护4.7英寸星空黑 全包保护
99%,9.90,百美斯手机配件旗舰店,百美斯 ｛二片装｝iPhoneX钢化膜 苹果X钢化膜6D全屏覆盖iPhoneX蓝光边贴膜屏保 苹果X 【高清版】二片装
97%,16.80,伟吉自营旗舰店,伟吉iPhoneXR 手机壳iPhone XR 编织手机套透气防摔保护套手机全包男女款软壳 黑色黑色
98%,25.80,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果7/8手机壳iPhone7/8简系列手机壳苹果保护套手机套经典款男女超薄手机软壳4.7英寸 透明色【真9D升级防摔】透明
98%,99.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果X无线充电器横/竖/卧快充桌面手机支架 支持iPhoneX/8Plus/小米mix2s/三星S9/7/S6 edge 黑
99%,26.00,凯彩旗舰店,【送钢化膜】凯彩 苹果7/8手机壳布纹iPhone7/8全包硅胶防摔保护套 苹果7/8通用【4.7英寸】【送钢化膜】
98%,92.60,帆睿数码旗舰店,帆睿 苹果x耳机线入耳式iphone7 8plus线控耳麦6s6p扁头有线XR七ipad手机耳塞 苹果耳机X 7 8p Xs Max扁口孔原装正品
96%,17.80,汉牌手机配件官方旗舰店,汉牌 苹果X/XS/XR钢化膜iPhoneXsMax高清全屏覆盖手机贴膜 iPhone XR【全屏覆盖】黑色3片装iPhone XR【全屏覆盖】黑色3片装
98%,9.90,绿联旗舰店,绿联 数据线保护套充电器线咬线器防折断保护头适用苹果iPhone7/8Plus/XS Max手机线 白色6个装
99%,29.00,ROCK旗舰店,洛克（ROCK）苹果8/7/6s全面屏弧边钢化膜 iPhone8/7/6/6s Plus全屏钢化膜 苹果6P/6sP/7P/8P5.5英寸高清版黑色 苹果6P/6sP/7P/8P5.5英寸高清版黑色
97%,9.90,幻响自营旗舰店,幻响（i-mu）苹果/安卓二合一数据线多用途翻转线iphone6s/7Plus/8/XS Max 华为p30小米手机充电器线 1米 蓝【经典爆款】二合一1米 蓝色
97%,78.00,adidas手机配件自营旗舰店,adidas（阿迪达斯）iPhone XR6.1英寸 手机壳潮牌 三条杠Samba系列潮男耐用TPU全包防摔保护套白色Samba白黑XR
98%,18.50,闪魔旗舰店,闪魔 iphone7plus/8 plus钢化膜 苹果7plus磨砂膜 7p高清防指纹非全屏手机膜
99%,198.00,SPIGEN旗舰店,Spigen 美国新款苹果x手机壳硅胶防摔iphonex手机壳轻奢潮牌男款抖音同款双重保护套 草莓红草莓红
97%,35.00,倍思（Baseus）自营旗舰店,倍思(Baseus)手机超纤无线充电接收器接收贴片/充电贴适用于苹果6/7 Plus/iPhone5/5s/6s/7系列充电接收片 黑
99%,78.00,YOUMAKER旗舰店,YOUMAKER美国 苹果8plus手机壳 iphone7透明外壳磨砂硅胶全包防摔保护套 iPhone 7/8–气质黑-5.5英寸iPhone 7/8–气质黑-5.5英寸
98%,52.00,元方数码专营店,【五年质保】元里方苹果6电池 适用于iphone6/s/plus手机 大容量5se正品电池 苹果SE【1624mAh】苹果SE【1624mAh】
98%,58.00,iCoverCase旗舰店,iCoverCase苹果7/8手机壳iphone7/8plus保护套苹果6/splus防摔吸磁翻盖 苹果7/8plus黑色+送钢化膜+透明壳苹果7/8plus黑色+送钢化膜+透明壳
88%,540.00,ZOOM数码自营官方旗舰店,日本ZOOM  IQ7 银色 便携麦克风手机外接录音 专业拍摄收音 直播K歌话筒 适用Iphone/Ipad
95%,52.00,ESCASE自营旗舰店,ESCASE 苹果iphone8/7plus手机壳抖音同款网红万磁王iphone7/8plus手机壳新款防摔潮牌iphone玻璃壳 透明黑边【抖音同款 磁吸】透明黑边
99%,108.00,绿联旗舰店,绿联PD充电器适用苹果iphoneX/XsMax/XR/8华为小米手机充电头iPadPro多口快充头 苹果PD快充套装 1M苹果PD快充套装 1M
96%,13.90,品色手机配件专营店,【买一送一】缔造者苹果iPhone7/8钢化膜高清全屏抗蓝光手机贴膜 iPhone7抗蓝光 全屏 【黑色】iPhone7抗蓝光 全屏 【黑色】
98%,99.00,品胜自营旗舰店,品胜 (PISEN)无线充电器 苹果7.5W/安卓10W iphoneXS Max/XR/8p快充三星S10华为P30 Pro充电底座 布面灰
98%,12.90,ESCASE自营旗舰店,ESCASE 手机挂绳 挂脖/胸牌挂绳挂脖绳适用苹果iPhone6s/7/8Plus/X9华为小米魅族vivo手机壳挂绳长款 i8+黑色【带支架功能】黑色
99%,59.00,ZMI自营官方旗舰店,ZMI 紫米MFi认证苹果数据线1米编织线手机充电线支持iphone6s/7/7P/8/8P/X/XS/XR/X MAX/SE/ipad AL803蓝色蓝色
98%,49.00,网易智造自营旗舰店,网易严选 网易智造 苹果7/8 Plus云感手机壳 iPhone7 plus/8Plus保护套 液态硅胶 防摔轻薄 深空黑黑色
98%,35.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线6s手机充电线可伸缩便携车载车充 适用iphone5/5s/6/6s/Plus/7/8/X/iPad/Air/Pro 1米
96%,59.00,咪咕数码自营旗舰店,咪咕 苹果XR手机壳iphoneXR保护套 小黄人正版硅胶全包防摔手机壳 Banana黑色【个性全包 防摔软壳】Banana黑
98%,49.00,酷乐锋自营旗舰店,酷乐锋 iPhone xs max手机壳 苹果XS MAX保护套 液态硅胶加绒软壳保护套男女薄防摔6.5英寸 黑色【官网同款】液态硅胶加绒款-黑
98%,32.00,爵士驼旗舰店,爵士驼 苹果8plus手机壳7plus女款硅胶透明渐变iphone7/8超薄全包防摔送挂绳 i7plus/8plus 蝶雨【带水钻】i7plus/8plus 蝶雨【带水钻】
98%,49.00,酷乐锋自营旗舰店,酷乐锋 苹果XS手机壳 iPhonexs/x手机壳 液态硅胶加绒软壳保护套男女薄适用于苹果iPhone xs防摔5.8英寸 黑色【官网同款】液态硅胶加绒款-黑
98%,138.00,芯光数码专营店,墨一 苹果ipad转hdmi转换器iPhone6/7/8x手机连接高清电视显示器投影仪vga线转接头 金属银 (支持iOS升级)金属银 (支持iOS升级)
98%,256.00,思锐自营官方旗舰店,思锐（SIRUI）手机广角镜头 华为苹果6s 7P 8 iphoneX 专业拍照手机通用外置镜头 黑色黑色
98%,34.50,闪魔旗舰店,闪魔 iphone6 plus钢化膜 苹果6/6s防窥膜手机贴膜防指纹 I6p/6sp【防窥^8D全覆盖】白色*送神器背膜I6p/6sp【防窥^8D全覆盖】白色*送神器背膜
98%,49.00,倍思（Baseus）自营旗舰店,倍思(Baseus) 苹果数据线 iPhone6/8X手机7plus/6s加长充电器线5/5s/6P2A快充iPhoneX/7P/iPad冲电线 5米 黑超长款 苹果线【酷黑色】5米
89%,158.00,乔嘉（JoJar）自营旗舰店,苹果数据线手机快充头充电器线套装JoJar原装USB电源线iPhoneXS/MAX/6s/7/8/plus/x/5/ipad pro平板适用12W
97%,16.90,ESCASE自营旗舰店,ESCASE 苹果iPhone6/6s手机壳  苹果6/6s手机套 iPhone手机壳 防摔软壳插画浮雕 4.7英寸 时尚潮哥【个性时尚潮哥】全包有挂绳孔
97%,16.90,ESCASE自营旗舰店,ESCASE 苹果iPhone6/6s手机壳 苹果6/6s手机套 iPhone手机壳 防摔软壳插画浮雕 4.7英寸 时尚潮哥【个性时尚潮哥】全包有挂绳孔
98%,39.00,龙晨手机配件专营店,【买1送1】苹果数据线快充手机充电线iphone6/7plus/8/x/xr/ipad游戏充电器线 【买1送1】折不断 | 快充提速-1米
95%,35.00,PAENQEAR官方旗舰店,PAENQEAR 苹果8plus钢化膜 iPhone7/8/7plus防窥膜全屏抗指纹防偷看钢化膜 7plus/8plus【黑色】防窥膜 保护隐私7plus/8plus【黑色】防窥膜 保护隐私
98%,29.00,耐尔金专卖店,耐尔金 iPhone8/7/苹果8/7手机壳 磨砂手机保护壳/保护套/手机套 黑色
99%,78.00,泰迪珍藏自营旗舰店,泰迪珍藏 苹果8/7Plus手机壳 iPhone8/7Plus卡通保护套 创意3D立体刺绣全包防摔软壳 10号棒球手5.5英寸【7P/8P刺绣软壳】棒球手
96%,39.00,斯得弗自营旗舰店,斯得弗（STRYFER）苹果7/8 plus手机壳 iPhone7/8P全包防摔硅胶软边ins个性文艺男女潮彩绘玻璃保护套-晚霞晚霞
98%,13.90,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果数据线Xs Max/XR/X/8/7手机快充充电器线USB电源线 镀金 1.2米 K26白 支持iphone5/6s/7Plus/ipad【快充1.2米】白色
99%,95.00,闪步旗舰店,闪步苹果6屏幕总成5s六6sp内外屏液晶显示屏6plus7代苹果iphone6s手机屏幕SE维修8p 白色 苹果6(4.7寸)带配件白色
95%,59.00,耐尔金自营旗舰店,耐尔金（NILLKIN）iPhone6/苹果6/iPhone6s手机壳 纤盾全包手机保护壳/保护套/手机套 黑色iPhone6/6S-4.7英寸
97%,39.00,摩斐旗舰店,【极速达】摩斐 苹果8plus手机壳 iphone8/7/6s plus磨砂超薄保护套时尚男女通用 苹果7p/8p透黑【送6d膜】苹果7p/8p透黑【送6d膜】
91%,109.00,飞毛腿旗舰店,飞毛腿 高容版 苹果7 电池/手机内置电池 适用于 iPhone7 2225毫安
98%,28.00,品色手机配件专营店,品胜苹果数据线锌合金iPhone7 plus/6s/5/8/x五六七八 se ipad充电线 中国红 1m 标配中国红 1m
96%,140.00,ZNNCO自营旗舰店,ZNNCO 苹果lightning转HDMI转换器4K高清iPhone手机ipad电视投影仪同屏器 ZNNCO原装转接头数字影音视频连接线-同屏不卡
100%,95.00,绿联旗舰店,绿联PD充电器18W快充头MFi认证闪充数据线适用苹果iPhoneX/Xs/XR/XsMax/8手机 苹果PD快充套装 1M
97%,9.90,伟吉自营旗舰店,伟吉(WEIJI)iPhone 7/8手机壳 苹果7/8 手机套 硅胶透明全包防摔软壳男女款
97%,22.00,倍思旗舰店,倍思 苹果7耳机转接头iphone8plus转换器xR充电听歌二合一xsmax手机分线一拖二两用 黑色-双lightning+充电+听歌+线控+语音黑色-双lightning+充电+听歌+线控+语音
98%,39.90,京造官方旗舰店,京造 苹果X液态硅胶手机壳 iPhoneXS/X/10保护套 半包加绒软壳男女 适用于iPhonex防摔 黑色
97%,99.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果iPhone7 Plus背夹电池 移动电源 电池壳 充电宝3650毫安 迷你超薄手机壳套 5.5英寸 DY02-黑色
92%,35.00,夸克云礼品专营店,苹果模型机可开机亮屏iPhone6/6S/7/8plus/X/xsmax/xr手机模型机仿真顶包上交 苹果 X 黑色
98%,26.90,飞酷数码专营店,MK 0.2米苹果数据线5s快充2.4a充电线充电宝线手机iphone6s/7plus高速x闪充便携 黑色 0.2米黑色
99%,25.00,网易智造自营旗舰店,网易严选 网易智造 iPhone7 plus/iPhone8 plus 手机壳 编织纹 软壳 全包 防摔 耐磨 黑黑色
97%,25.00,派滋自营旗舰店,派滋 苹果iphone6sPlus手机壳 6plus保护外壳水钻樱花5.5英寸
98%,49.00,网易智造自营旗舰店,网易严选 网易智造 苹果7/8云感手机壳 苹果8手机套iPhone7/8保护套 液态硅胶 防摔轻薄 深空黑黑色
98%,198.00,摩仕自营旗舰店,Moshi摩仕 苹果8手机壳iPhone8亮透纤薄保护外壳亮边壳全包防摔软壳苹果iPhone7通用 Vitros 晶透晶透
98%,29.80,Iteui旗舰店,iteui 苹果XR/X/XSMax手机壳iPhone XS Max保护套xr液态硅胶壳防摔超薄外壳 iPhone Xr (6.1英寸) 【薰衣草灰】iPhone Xr (6.1英寸) 【薰衣草灰】
96%,9.90,伟吉自营旗舰店,伟吉（WEIJI）iPhone7/8Plus透明手机壳 苹果8P透明手机壳 适用于5.5英寸iPhone7/8Plus透明&iPhone7/8Plus
93%,69.00,斯客丁手机配件专营店,畅动 苹果x耳机转接头 适用iphone7/7plus/8/8p 转接口一分二可听歌充电通话线控 静谧黑【双Lighting接口】[充电听歌]静谧黑【双Lighting接口】[充电听歌]
97%,28.00,苍泽数码专营店,德甲士擦苹果手机iPhone屏幕清洗液听筒喇叭孔扬声器话筒充电口缝隙灰尘清理工具笔记本电脑清洁剂套装 五件套五件套
97%,39.00,TGVI'S自营旗舰店,泰维斯(TGVI'S) 苹果7/8 Plus手机壳iPhone7/8P保护套【iPhone同款】液态硅胶防摔超薄透气 黑【液态硅胶】更薄更透气-黑
89%,299.00,雷深自营旗舰店,雷深（Leishen）苹果7plus 总成 手机液晶显示屏内外屏维修 适用于iphone7plus屏幕 带配件 黑色 送工具苹果7plus黑色 配件
99%,59.90,Snowkids自营旗舰店,Snowkids苹果数据线MFi认证Xs/Max/XR/X/8/7快充充电线加长1.2光辉粉iphone6s7plus/5//ipad苹果原装端子
98%,39.90,耐尔金自营旗舰店,耐尔金（NILLKIN）iPhone8plus/苹果7plus手机壳 硅胶套/手机保护壳/保护套 魔力套 黑色iPhone8/7plus
99%,38.00,图拉斯旗舰店,【送钢化膜】图拉斯 苹果8/7手机壳硅胶透明软套iPhone7 Plus保护套8Plus全包防摔外壳 苹果7p/8p通用】-透明-送钢化膜苹果7p/8p通用】-透明-送钢化膜
99%,29.00,Benks自营旗舰店,邦克仕(Benks)苹果iPhoneX手机壳保护套 苹果X防摔保护壳 iX全包软边硬底保护 防滑抗指纹系列 蓝色
98%,58.00,SPIGEN旗舰店,【2片装】Spigen苹果iPhone7/8Plus 钢化膜苹果8钢化膜屏幕高清防指纹防油污保护贴膜 iPhone 8/7Plus【5.5英寸】2片装iPhone 8/7Plus【5.5英寸】2片装
94%,109.00,ESR自营旗舰店,亿色（ESR）手机广角镜头外置摄像头外接微距鱼眼单反专业拍摄拍照神器苹果iphone7P/8/X华为通用二合一套装
97%,16.80,伟吉自营旗舰店,伟吉iPhoneX/XS 手机壳iPhone X/XS 编织手机套透气防摔保护套手机全包男女款软壳 红色红色
99%,5.50,沃尼森数码专营店,惠舟 苹果6s手机壳保护套/透薄款 适用于iPhone6s/苹果6Plus 清水套-透明壳 4.7英寸清水套-透明壳
86%,24.00,翰谷旗舰店,苹果X耳机入耳式耳塞 适用于iphone7/8 plus/X/Xs/XSmax/IPA 翰谷原装正品lighting接口耳机【蓝牙版】翰谷原装正品lighting接口耳机【蓝牙版】
100%,46.00,故宫文化官方旗舰店,故宫文创 苹果iPhone手机壳保护套创意礼品 双鸽图 iphone X/XS
92%,28.00,奢库官方旗舰店,奢库 iPhone6S/6plus钢化膜 防窥膜全屏覆盖 适用于苹果6/6S防偷看手机贴膜 iphone 6/6S 【全屏防窥白色款】
98%,19.90,柏奈儿（BONAIER）3C数码自营旗舰店,柏奈儿 苹果7/8手机壳 iphone7/8全包防摔磨砂软壳手机保护套磨砂软壳【黑色】
96%,19.90,京造官方旗舰店,京造 苹果iPhoneX/XS 2.5D丝印钢化手机贴膜
99%,59.00,京选自营旗舰店,京选 缤纷果汁 手机壳 iPhone 7/8/版苹果7/8缤纷果汁
99%,38.80,锐舞旗舰店,【自营仓送】锐舞 苹果7/8手机壳iPhone8 Plus全包透明保护套轻薄防摔硅胶软时尚男女潮牌 8P/7P【亮黑色】送钢化膜8P/7P【亮黑色】送钢化膜
96%,28.00,古斯奇旗舰店,古斯奇 iphone7P/8P钢化膜 苹果6sPlus防窥膜XS防偷看手机膜苹果6s防窥屏钢化膜 iphone6P/6SP 白色(3D防窥钢化膜）iphone6P/6SP 白色(3D防窥钢化膜）
100%,199.00,POGG旗舰店,POGG 无线蓝牙耳机苹果iphone7/8/X Air运动商务i10立体双耳入耳式迷你耳机安卓通用 粉色尊享版
95%,1071.00,Apple产品自营旗舰店,Apple iPhone XS Max 智能电池壳 - 粉砂色粉砂色
97%,48.00,洛夫特手机配件专营店,洛夫特 苹果7plus手机壳潮牌iphone8金属边框硅胶防摔个性创意8plus保护套男款 鲨鱼-哑黑【iPhone7P/8Plus】鲨鱼-哑黑【iPhone7P/8Plus】
98%,88.00,绿联旗舰店,绿联 PD3.0充电器18W快充头适用iPhone8/XS/苹果X华为P30三星小米9手机数据线插头 Type-C转Lightning苹果闪充套装 1米Type-C转Lightning苹果闪充套装 1米
97%,26.00,耐尔金专卖店,耐尔金 iPhone8/7/苹果8/7手机壳 TPU透明软套/保护套/手机套 灰色灰色
99%,199.00,UAG自营旗舰店,UAG 苹果iPhone Xr (6.1英寸防摔手机壳/保护壳 迷彩系列 迷彩黑迷彩黑
98%,29.00,江铭自营旗舰店,江铭 苹果X手机壳iPhone8Plus时尚全包超女薄款6s保护套磨砂卡通7P防摔创意轻奢男可爱情侣 蓝底玩耍猫 苹果iPhone 7/8蓝底玩耍猫
98%,105.00,泰火数码专营店,【自营仓次日达】超薄苹果X充电宝大容量iphone7背夹电池移动电源手机壳6/8plus/xsmax 6sp/7p/8p大屏5.5【数显版】8000毫安6sp/7p/8p大屏5.5【数显版】8000毫安
97%,9.90,奥多金旗舰店,奥多金 手机壳保护套 轻薄磨砂保护壳 适用于苹果iPhone6/6S/Plus 4.7英寸小屏 磨砂白4.7英寸小屏 磨砂白
98%,29.90,伟吉自营旗舰店,伟吉iPhoneX 玻璃手机壳（钢化玻璃后盖+TPU软边）防摔全包新款硬壳 棉花图案 适用于苹果X棉花图案
99%,43.00,绿联旗舰店,绿联 苹果数据线MFi认证快充线通用iphoneX/XR/XsMax/7/8P手机iPad平板充电线 纯黑色 1米纯黑色 1米
100%,24.00,品色手机专营店,品胜苹果数据线锌合金iPhone7 plus/6s/5/8/x五六七八 se ipad充电线 中国红 0.3m【充电宝专用短线】中国红 0.3m【充电宝专用短线】
96%,38.00,卫护旗舰店,卫护 苹果耳机转接头 充电听歌二合一转换器 多功能线控语音吃鸡神器 适用iphone7/8P/X 丸子款【双lightning接口】黄色丸子款【双lightning接口】黄色
99%,68.00,tech21自营旗舰店,Tech21苹果新品iphone XR 手机壳6.1英寸保护套 菱格纹紫罗兰 摄像头保护防摔轻薄无线充电菱格纹紫罗兰
99%,59.90,Snowkids自营旗舰店,Snowkids苹果数据线MFi认证Xs/Max/XR/X/8/7快充充电线加长1.2光辉银iphone6s7plus/5//ipad苹果原装端子
99%,59.90,Snowkids自营旗舰店,Snowkids苹果数据线MFi认证Xs/Max/XR/X/8/7快充充电线加长1.2光辉银iphone6s7plus/5//ipad苹果原装端子
98%,68.00,Spigen轩度专卖店,SPIGEN 手机壳保护套全包软薄硅胶透明适用于iPhone 8/iPhone7Plus iP7/8( 4.7英寸)黑色iP7/8( 4.7英寸)黑色
89%,558.00,JQJQ手机配件自营旗舰店,JQJQ4.0苹果8 plus屏幕总成 iphone8 plus屏幕手机液晶屏内外屏维修更换 白色(带配件)白色
97%,15.90,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果数据线Xs Max/XR/X/8/7手机快充充电器线USB电源线 1.2米 S1玫瑰金 支持iphone5/6s/7Plus/ipad玫瑰金
96%,109.00,飞毛腿旗舰店,飞毛腿 高容版 苹果6 电池/手机内置电池 适用于 iPhone6 2245毫安
98%,119.00,ROCK官方自营旗舰店,ROCK 苹果PD充电器30W快充头type-c插头适用iPhone8/XS/小米9/华为P30 【闪充套装】赠Autobot原装MFi认证数据线
92%,16.90,ESCASE自营旗舰店,【买一送一】ESCASE 苹果数据线iphoneXs Max/XR/X/8快充充电线适用于苹果5/6S/7/8Plus iPad Air/Pro 1米白
98%,59.00,ESCASE自营旗舰店,ESCASE 苹果iPhone8 Plus&7 Plus手机壳/手机套 亮黑色玻璃防摔防刮伤保护壳 双料防摔ES-89 曜石黑【双料抗摔真玻璃送膜】黑色
